-1	qid:1	1:0	2:11.434075	3:13.923245	4:0	5:13.337366	6:7.407669	7:9.361648	8:0	# My Death My Decision logo.png	cs|.my
0	qid:2078	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.873397	# Internship poster.jpg	bn|চাকরি-পূর্ব_প্রশিক্ষণ
-1	qid:2079	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.378354	# COVID.2019.cumulated.log10.Chuvashia (2020-05-05).png	bn|চুভাশিয়া
1	qid:208	1:0	2:0	3:20.272863	4:0	5:0	6:13.631368	7:0	8:0	# US Air Force 030320-F-4338B-042 Busy bombers.jpg	en|b 2 spirit
1	qid:208	1:0	2:17.541416	3:17.508858	4:15.832634	5:20.479475	6:13.611245	7:0	8:0	# B-2A Spirit.jpg	en|b 2 spirit
1	qid:208	1:10.634213	2:10.144287	3:20.23894	4:0	5:12.6097355	6:15.247711	7:11.701009	8:0	# Spirit of Oklahoma flyby.jpg	en|b 2 spirit
0	qid:208	1:16.452763	2:9.684663	3:13.600569	4:0	5:14.322451	6:14.905167	7:17.397068	8:0	# Rose Bowl B-2 Flyover.jpg	en|b 2 spirit
1	qid:208	1:0	2:18.382544	3:13.820322	4:14.9378805	5:26.008596	6:0	7:17.726072	8:0	# B-2 Spirit before receiving fuel.jpg	en|b 2 spirit
1	qid:208	1:0	2:19.414183	3:20.624422	4:19.067974	5:30.655512	6:17.347755	7:0	8:0	# B-2 Spirit bombing, 1994.jpg	en|b 2 spirit
1	qid:208	1:0	2:20.528965	3:10.099672	4:0	5:29.044868	6:13.401204	7:19.369116	8:13.54607	# B-2 Spirit original.jpg	en|b 2 spirit
1	qid:208	1:0	2:19.679167	3:17.115585	4:0	5:28.907024	6:21.455112	7:0	8:0	# Northrop Grumman B-2 Spirit "Spirit of Ohio" (7627916464) (2).jpg	en|b 2 spirit
1	qid:208	1:0	2:19.096457	3:17.102575	4:0	5:28.726536	6:21.542065	7:0	8:0	# Northrop Grumman B-2 Spirit "Spirit of Ohio" (7627938650).jpg	en|b 2 spirit
1	qid:208	1:15.050163	2:7.028909	3:18.40367	4:0	5:10.360281	6:16.885908	7:26.146511	8:14.378354	# US Air Force 021105-O-9999G-001 Spirit in the blue sky.jpg	en|b 2 spirit
1	qid:2080	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.826	# EB1911 - Magnetism - Fig. 1.jpg	bn|চুম্বকত্ব
1	qid:2080	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.393805	# EB1911 - Magnetism - Fig. 19.jpg	bn|চুম্বকত্ব
0	qid:2080	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882542	# EB1911 - Magnetism - Fig. 21.jpg	bn|চুম্বকত্ব
0	qid:2080	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.38345	# EB1911 - Magnetism - Fig. 23.jpg	bn|চুম্বকত্ব
0	qid:2080	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.87403	# EB1911 - Magnetism - Fig. 25.jpg	bn|চুম্বকত্ব
1	qid:2081	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.398076	# Max Frey - Lichtspenderin 1934.jpg	bn|জাদুবাস্তবতাবাদ
-1	qid:2082	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3257	# Eid al-Adha, Kish - Aug 12, 2019 15.jpg	bn|জ্বিলহজ্জ
-1	qid:2082	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.88725	# خروف عيد الأضحى 2020.jpg	bn|জ্বিলহজ্জ
0	qid:2082	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.922306	# Eid al-Adha, Kish - Aug 12, 2019 08.jpg	bn|জ্বিলহজ্জ
0	qid:2082	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.379244	# Eid al-Adha, Kish - Aug 12, 2019 04.jpg	bn|জ্বিলহজ্জ
1	qid:2083	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.372006	# Beyond the Cradle 2019 Janna Levin (47422163091).jpg	bn|জ্যানা_লেভিন
-1	qid:2084	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.388643	# William pearson green plaque south kilworth.jpg	bn|জ্যোতির্বিজ্ঞানের_ইতিহাস
0	qid:2085	1:0	2:0	3:0	4:0	5:0	6:16.665634	7:0	8:0	# Radha Krishna Deity of Tollygunge Boro Rashbari.jpg	bn|টালিগঞ্জ
1	qid:2086	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.385931	# A diphtheria skin lesion on the leg. PHIL 1941 lores.jpg	bn|ডিপথেরিয়া
-1	qid:2086	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3811865	# Behring-Route (Marburg) Station 12 Gisonenweg 5.jpg	bn|ডিপথেরিয়া
0	qid:2086	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.381689	# Emil von Behring sitzend.jpg	bn|ডিপথেরিয়া
-1	qid:2087	1:0	2:0	3:0	4:0	5:0	6:14.669479	7:0	8:0	# Seven badges on Swaran (01).jpg	bn|তারা_উদ্দিন
0	qid:2088	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.87036	# Holy basil shoot.jpg	bn|তুলসীদেবী
-1	qid:2089	1:0	2:0	3:0	4:0	5:0	6:31.900368	7:22.002897	8:0	# Maqbulahmed.jpg	bn|তৌহিদুল_ইসলাম
-1	qid:209	1:0	2:5.0954704	3:14.082685	4:0	5:7.1085234	6:5.761926	7:6.3059454	8:0	# B 82655-56 à Amiens - 8 juillet 2019.jpg	en|B-STOCK
-1	qid:209	1:0	2:10.087755	3:0	4:0	5:12.224992	6:15.420134	7:0	8:0	# Château Du Stock (194111461).jpeg	en|B-STOCK
-1	qid:209	1:0	2:9.039381	3:0	4:0	5:11.565564	6:14.733948	7:0	8:0	# Stock actress Dorothy Bernard (SAYRE 5998).jpg	en|B-STOCK
-1	qid:209	1:0	2:13.94805	3:0	4:0	5:18.632805	6:14.778062	7:0	8:0	# AFE-Turm - TuKo 5. Stock - b (12482397074).jpg	en|B-STOCK
1	qid:209	1:7.0168324	2:7.159403	3:0	4:0	5:10.457788	6:8.647859	7:9.708656	8:0	# Switzerland Geneva 1931 stock exchange revenue 4 TI 1Fr - 33B detail.jpg	en|B-STOCK
-1	qid:209	1:0	2:14.006072	3:0	4:0	5:18.679024	6:16.782093	7:0	8:0	# Stock actor George B Berrell (SAYRE 6770).jpg	en|B-STOCK
-1	qid:209	1:0	2:0	3:13.491661	4:0	5:0	6:4.1274796	7:0	8:0	# Régiolis en gare de Rue (1) par Cramos.jpg	en|B-STOCK
-1	qid:209	1:0	2:13.931206	3:0	4:0	5:18.56858	6:16.309353	7:0	8:0	# FIAR training stock b Feb 16 (25304429422).jpg	en|B-STOCK
-1	qid:209	1:0	2:8.560814	3:5.176013	4:0	5:0	6:8.226892	7:0	8:0	# London MMB B9 Metropolitan Line S-Stock.jpg	en|B-STOCK
0	qid:209	1:0	2:9.495467	3:10.593635	4:0	5:12.193669	6:16.28265	7:11.620919	8:0	# New York Consolidated Stock Exchange.jpg	en|B-STOCK
-1	qid:2090	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.823954	# Cart in Tanzania.jpg	bn|থার্মোফ্লাস্ক
-1	qid:2090	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.823954	# IZD-C289-S.jpg	bn|থার্মোফ্লাস্ক
1	qid:2090	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384954	# Thermos (PSF).png	bn|থার্মোফ্লাস্ক
-1	qid:2090	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.382503	# Mrs Uwasomba Akudo 2.jpg	bn|থার্মোফ্লাস্ক
-1	qid:2090	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.873397	# Restaurant owner taking orders.jpg	bn|থার্মোফ্লাস্ক
-1	qid:2091	1:3.4023495	2:0	3:0	4:0	5:0	6:0	7:10.265194	8:0	# Shah Ahmad Shafi.jpg	bn|দারুল_উলুম
-1	qid:2092	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.478402	# Bóg Jezus w świetle badań cudzych i własnych Wiz. 074.png	bn|দিয়োনুসোস
1	qid:2092	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.2216425	# Krater with Dionysos, 6th century BC, AM of Mycenae, 201672.jpg	bn|দিয়োনুসোস
1	qid:2092	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.279089	# Dionysus enthroned between two actors in costume of the old Silenus, AM Delos, 190709.jpg	bn|দিয়োনুসোস
1	qid:2093	1:0	2:0	3:0	4:0	5:0	6:27.228668	7:0	8:0	# Deshpriyo Park Pandal Arnab Dutta 2010.JPG	bn|দেশপ্রিয়_পার্ক
1	qid:2094	1:0	2:0	3:0	4:0	5:0	6:15.321535	7:0	8:0	# Map of participants in World War II.png	bn|দ্বিতীয়_বিশ্বযুদ্ধে_অক্ষশক্তি
0	qid:2095	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.329237	# 02019 0923 (3) Neo-Nazis from Poland.jpg	bn|নব্য_নাৎসিবাদ
-1	qid:2097	1:5.3829403	2:0	3:0	4:0	5:0	6:24.985876	7:11.379655	8:0	# দই বড়া.jpg	bn|নরম_জল
-1	qid:2098	1:0	2:0	3:0	4:0	5:0	6:17.247494	7:0	8:0	# Takiul hasan.jpg	bn|নরসিংদী-২
-1	qid:2099	1:13.352223	2:0	3:0	4:0	5:0	6:0	7:40.161472	8:0	# Roadrunner supercomputer HiRes.jpg	bn|নাঈম_ইসলাম
-1	qid:21	1:0	2:0	3:0	4:0	5:0	6:17.24397	7:0	8:0	# Dhaka Wikipedia Meetup, October 2019 (2).jpg	bn|১৮_অক্টোবর
1	qid:21	1:0	2:0	3:0	4:0	5:0	6:20.481335	7:0	8:0	# Jibanananda Das (1899–1954).jpg	bn|১৮_অক্টোবর
1	qid:210	1:9.766241	2:9.685162	3:0	4:0	5:12.428876	6:0	7:9.095248	8:0	# Baby picking at the beach.jpg	en|baby
0	qid:210	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.040989	# Catharina-Amalia Beatrix Carmen Victoria (2006).jpg	en|baby
1	qid:210	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.12183	# Travel Joy.jpg	en|baby
1	qid:210	1:0	2:11.579141	3:0	4:10.829088	5:14.705621	6:8.605624	7:0	8:0	# Baby goose.jpg	en|baby
0	qid:210	1:10.251027	2:10.250123	3:0	4:0	5:12.422233	6:12.949801	7:11.154406	8:0	# Cute-baby-image-7.jpg	en|baby
1	qid:210	1:0	2:0	3:7.1939654	4:0	5:0	6:11.859193	7:0	8:10.761102	# Yawning Infant, August 2018.jpg	en|baby
0	qid:210	1:0	2:9.701986	3:0	4:0	5:12.49603	6:12.528502	7:0	8:0	# Mantelaffe-mit-Baby-Zoo-Muenster.jpg	en|baby
1	qid:210	1:11.25318	2:0	3:10.913356	4:0	5:0	6:0	7:9.744111	8:0	# Yathran.jpg	en|baby
-1	qid:210	1:0	2:11.076017	3:0	4:0	5:13.7075	6:14.333277	7:0	8:0	# Baby chicks for a baby chick turning 2 (8226965631).jpg	en|baby
-1	qid:210	1:0	2:0	3:11.878456	4:0	5:0	6:9.589808	7:0	8:13.87036	# Laima Sultana Nushra.jpg	en|baby
0	qid:2100	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.876801	# Thomas was taken on 20180531 in Nanyang Technological Universit B0000337.tif	bn|নানইয়াং_টেকনোলজিক্যাল_ইউনিভার্সিটি
-1	qid:2101	1:0	2:0	3:0	4:0	5:0	6:17.972023	7:0	8:0	# Nirendranath Dashgupta.jpg	bn|নীরেন্দ্রনাথ_চক্রবর্তী
0	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.055168	# Landtagsprojekt Brandenburg Henryk Wichmann by Olaf Kosinsky.jpg	bn|নেকটাই
0	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.055168	# 2017-09-24 Thomas de Maizière by Sandro Halank.jpg	bn|নেকটাই
0	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.786476	# Mike Rogers being interviewed on CNN in Jan 2020.jpg	bn|নেকটাই
0	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.878043	# Weil, Stephan-8456.jpg	bn|নেকটাই
0	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.938728	# 2017-05-18 - Jochen Schulte - 1473.jpg	bn|নেকটাই
1	qid:2103	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.772666	# Damnmann-Tamke, Helmut-8742.jpg	bn|নেকটাই
1	qid:2104	1:0	2:0	3:0	4:0	5:0	6:31.634604	7:0	8:0	# Belal Khan.jpg	bn|নেকাব্বরের_মহাপ্রয়াণ
1	qid:2105	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.531056	# PobitoraWildlifeSanctuary.jpg	bn|পবিতরা_বন্যপ্রাণ_অভয়ারণ্য
-1	qid:2106	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.532681	# Cow in Otavalo.jpg	bn|পশুপালনবিদ্যা
0	qid:2106	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.871676	# Vaches de race béarnaise au pâturage.jpg	bn|পশুপালনবিদ্যা
0	qid:2106	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.861181	# Ternak bebek.jpg	bn|পশুপালনবিদ্যা
0	qid:2107	1:0	2:0	3:0	4:0	5:0	6:17.264608	7:0	8:0	# Journalist Abdus Salam.png	bn|পাকিস্তান_অবজার্ভার
-1	qid:2108	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.393118	# Mohammad Javed Patwary igp.jpg	bn|পাটোয়ারী
-1	qid:2109	1:0	2:0	3:0	4:0	5:0	6:15.991479	7:0	8:0	# পাবিপ্রবি.jpg	bn|পাবনা-২
0	qid:2109	1:6.448257	2:0	3:0	4:0	5:0	6:0	7:11.531221	8:13.876801	# Tarash Bhaban Pabna.jpg	bn|পাবনা-২
-1	qid:211	1:0	2:0	3:0	4:10.915647	5:10.813143	6:5.7073073	7:0	8:13.550778	# 14-01-10-tbh-015.jpg	en|bach
0	qid:211	1:0	2:0	3:13.350811	4:0	5:0	6:8.537143	7:6.147264	8:0	# Aria Autograph.jpg	en|bach
-1	qid:211	1:0	2:12.386703	3:0	4:11.86366	5:16.451214	6:6.4953485	7:0	8:0	# Bach loops.png	en|bach
-1	qid:211	1:0	2:13.654119	3:11.350649	4:0	5:15.901131	6:14.740139	7:0	8:0	# Icker bach belmer bach 01.jpg	en|bach
-1	qid:211	1:8.014123	2:9.825165	3:2.8628728	4:0	5:12.709723	6:9.369199	7:10.266595	8:0	# Dülmen, Naturschutzgebiet -Welter Bach- -- 2014 -- 0012.jpg	en|bach
-1	qid:211	1:0	2:12.290375	3:12.000691	4:13.277506	5:0	6:12.834961	7:0	8:0	# Vilicher Bach.jpg	en|bach
-1	qid:211	1:0	2:0	3:0	4:0	5:0	6:12.478194	7:0	8:0	# ASSISI 3.jpg	en|bach
-1	qid:211	1:6.324208	2:9.750992	3:2.3100226	4:0	5:12.664523	6:9.6808195	7:9.810362	8:0	# Dülmen, Naturschutzgebiet -Welter Bach- -- 2014 -- 0006.jpg	en|bach
1	qid:211	1:5.5592175	2:0	3:14.374847	4:0	5:0	6:13.7714815	7:11.277665	8:0	# BWV548.jpg	en|bach
-1	qid:211	1:0	2:0	3:5.7003903	4:0	5:0	6:11.056495	7:0	8:0	# Montbeton Tarn-et-Garonne - Église Notre-Dame-de-l'Assomption.jpg	en|bach
1	qid:2111	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.472593	# Deux grandes courses extraordinaires de taureaux.jpg	bn|পোস্টার
0	qid:2111	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.31583	# Flower poster.jpg	bn|পোস্টার
0	qid:2111	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.470108	# Yiddish WWI poster2.jpg	bn|পোস্টার
-1	qid:2111	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.344575	# 7 Collection Eybl Great Britain - E. Kealey - Women of Britain say – GO.jpg	bn|পোস্টার
0	qid:2111	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.227172	# Alfredo Edel - Jules Massenet - Le mage.jpg	bn|পোস্টার
0	qid:2112	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.393805	# Juramento do Sargento Escola Sargentos das Armas ESA - 1953.jpg	bn|প্রতিজ্ঞা
0	qid:2112	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882542	# East Campus IMG 20141014 091916 CCP Admission Oath.jpg	bn|প্রতিজ্ঞা
1	qid:2112	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.875105	# Brig. Gen. Colleen McGuire takes oath of office in Washington DC in 2010.jpg	bn|প্রতিজ্ঞা
0	qid:2112	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.875105	# Loyalty oath of Henry Doering of Missouri, County of St. Louis.jpg	bn|প্রতিজ্ঞা
-1	qid:2112	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.533888	# PlaqueDrapeauSermentKouffra1.jpg	bn|প্রতিজ্ঞা
-1	qid:2113	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.336825	# T Madiah gowda at Helsingor.jpg	bn|প্রথম_লোকসভা
-1	qid:2114	1:0	2:0	3:0	4:0	5:0	6:15.199818	7:0	8:0	# Shahinur Mustafiz.jpg	bn|প্রেমিক
0	qid:2114	1:0	2:0	3:0	4:0	5:0	6:15.5848055	7:0	8:0	# P 20190130 140332 1.jpg	bn|প্রেমিক
-1	qid:2115	1:12.385069	2:0	3:0	4:0	5:0	6:0	7:21.848656	8:0	# Hazi Fazl Haque.jpg	bn|ফজল_হক
-1	qid:2116	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882156	# Eikan-do Zenrin-ji, November 2016 -03.jpg	bn|ফেরকা
-1	qid:2116	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882156	# Orden Caballeros Centauros.png	bn|ফেরকা
-1	qid:2117	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884639	# UPPL Logo.png	bn|বড়োল্যান্ড_ক্ষেত্রীয়_পরিষদ
-1	qid:2117	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884639	# United People's Party Liberal(UPPL) Flag.jpg	bn|বড়োল্যান্ড_ক্ষেত্রীয়_পরিষদ
-1	qid:2118	1:0	2:0	3:0	4:0	5:0	6:12.230877	7:0	8:0	# View of Chhera Island, Cox's Bazar (1).jpg	bn|বর্গমিটার
-1	qid:2118	1:0	2:0	3:0	4:0	5:0	6:12.608501	7:0	8:0	# Road from Chhera Island to St. Martin's Island (2).jpg	bn|বর্গমিটার
-1	qid:2118	1:0	2:0	3:0	4:0	5:0	6:12.213292	7:0	8:0	# View of Chhera Island, Cox's Bazar (3).jpg	bn|বর্গমিটার
1	qid:2119	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.336825	# BPD 1.png	bn|বর্ডারলাইন_পারসনালিটি_ডিজর্ডার
1	qid:2119	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.334777	# Word Cloud BPD.png	bn|বর্ডারলাইন_পারসনালিটি_ডিজর্ডার
1	qid:212	1:0	2:14.074528	3:0	4:0	5:17.193918	6:14.999244	7:0	8:0	# E. coli Bacteria (7316101966).jpg	en|bacteria
1	qid:212	1:0	2:9.942752	3:13.759514	4:0	5:14.594508	6:17.586992	7:0	8:0	# Wide field EM of L-form bacteria-Mark Leaver Newcastle University.jpeg	en|bacteria
1	qid:212	1:0	2:14.028569	3:0	4:0	5:16.96465	6:15.087444	7:0	8:0	# Cryo-Preserved Bacteria (8516964988).jpg	en|bacteria
1	qid:212	1:0	2:13.589769	3:0	4:0	5:17.02101	6:16.942022	7:0	8:0	# Isolated bacteria - Micrococcus luteus.jpg	en|bacteria
1	qid:212	1:0	2:14.508774	3:0	4:0	5:17.043625	6:16.882898	7:0	8:0	# Syphilis Bacteria (16842837731).jpg	en|bacteria
1	qid:212	1:12.046102	2:0	3:0	4:0	5:0	6:11.535721	7:18.425169	8:0	# Shigella-culture.png	en|bacteria
0	qid:212	1:0	2:0	3:0	4:0	5:0	6:11.662456	7:7.2821183	8:0	# Neutrophil with anthrax copy.jpg	en|bacteria
-1	qid:212	1:0	2:0	3:0	4:0	5:0	6:0	7:12.067649	8:0	# Beautiful Indian peacock.jpg	en|bacteria
-1	qid:2120	1:5.067895	2:0	3:0	4:0	5:0	6:21.102695	7:24.531658	8:0	# Mehreen Mahmud 2.jpg	bn|বাংলাদেশী_নাম
-1	qid:2120	1:0	2:0	3:0	4:0	5:0	6:21.157913	7:0	8:0	# Mehreen Mahmud 2 (cropped).jpg	bn|বাংলাদেশী_নাম
-1	qid:2121	1:0	2:0	3:0	4:0	5:0	6:23.376783	7:0	8:0	# Cultural Program at Karjon Hall April 1954.png	bn|বিলকিস_ইসলাম
-1	qid:2122	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.886991	# Suresh Chandra Chowdhury.png	bn|ব্যক্তিত্ব
-1	qid:2122	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.378354	# Piaget jean.jpg	bn|ব্যক্তিত্ব
-1	qid:2122	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.329237	# Mymarq.png	bn|ব্যক্তিত্ব
-1	qid:2122	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.872766	# Mickeal Martinez.jpg	bn|ব্যক্তিত্ব
0	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.037542	# 2538Cambaog, Bustos Bulacan Villages 57.jpg	bn|ব্যবসা
-1	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.037542	# EA networks logo.png	bn|ব্যবসা
-1	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.057993	# Dietmar Brockes-FDP-1.jpg	bn|ব্যবসা
0	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.548166	# Sparkasse, Friedrichstraße Balingen 03.jpg	bn|ব্যবসা
0	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.374345	# 13-08-11-hongkong-50mm-38.jpg	bn|ব্যবসা
0	qid:2123	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.437681	# Gasolinera Statoil, Gniezno, Polonia, 2012-04-06, DD 01.JPG	bn|ব্যবসা
1	qid:2124	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884578	# Bacteriophages at work.jpg	bn|ব্যাকটেরিওফাজ
1	qid:2124	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.330211	# T4 viruses 3 wiki.png	bn|ব্যাকটেরিওফাজ
1	qid:2124	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.536925	# T4 infection new wiki.png	bn|ব্যাকটেরিওফাজ
-1	qid:2125	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.536925	# Siva slaying Kamadeva - Page 170 - History of India Vol 1 (1906).jpg	bn|ভালবাসা_ভালবাসা
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.390543	# Book of Mormon - Rarotongan.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.88184	# Book of Mormon - Simplified Chinese.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.550518	# Book of Mormon - Latvian.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.882542	# Book of Mormon - Haitian Creole.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.387626	# Book of Mormon - Gilbertese.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3165045	# Book of Mormon - Cebuano.jpg	bn|মরমন
1	qid:2126	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.372006	# Book of Mormon - Hmong.jpg	bn|মরমন
-1	qid:2127	1:0	2:0	3:0	4:0	5:0	6:25.320095	7:0	8:0	# PSX 20190430 222113.jpg	bn|মানব_প্রকৃতি
-1	qid:2128	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.335319	# Copulating flies.jpg	bn|মানব_যৌনাচার
1	qid:2128	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.872624	# Terracottas with erotic motivs, Antikensammlung Berlin, 141323.jpg	bn|মানব_যৌনাচার
1	qid:2128	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.329237	# Thomas Rowlandson (15).jpg	bn|মানব_যৌনাচার
-1	qid:2128	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.372006	# Kopulacja u goliathus goliatus.jpg	bn|মানব_যৌনাচার
1	qid:2129	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.884639	# Mental Illness Icon 2.png	bn|মানসিক_ব্যাধি
-1	qid:2129	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.877542	# Cranium colored mind.png	bn|মানসিক_ব্যাধি
0	qid:2129	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.876801	# Dissociating art.jpg	bn|মানসিক_ব্যাধি
1	qid:2129	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3165045	# Mental Illness Icon 1.png	bn|মানসিক_ব্যাধি
1	qid:213	1:0	2:0	3:0	4:0	5:0	6:24.766209	7:0	8:0	# CATALOGUE-BM-PLATE CXLI.jpg	vi|Bagisara_paulensis
-1	qid:2130	1:0	2:0	3:0	4:0	5:0	6:16.059858	7:0	8:0	# Monarch butterfly-1.jpg	bn|মানিকগঞ্জ-১
-1	qid:2130	1:0	2:0	3:0	4:0	5:0	6:13.962733	7:0	8:0	# পাকুড় গাছ.jpg	bn|মানিকগঞ্জ-১
-1	qid:2130	1:0	2:0	3:0	4:0	5:0	6:12.414304	7:0	8:0	# Baliati Palace, Saturia, Manikganj (1).jpg	bn|মানিকগঞ্জ-১
-1	qid:2131	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.54582	# TSMY Menteri Dalam Negeri.jpg	bn|মালয়েশিয়ার_প্রধানমন্ত্রী
0	qid:2131	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.871676	# Papan nama Tan Sri Muhyiddin Yassin Menteri Dalam Negeri.jpg	bn|মালয়েশিয়ার_প্রধানমন্ত্রী
0	qid:2131	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3165045	# Tan Sri Muhyiddin Yassin di Dewan Rakyat.png	bn|মালয়েশিয়ার_প্রধানমন্ত্রী
1	qid:2131	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.384083	# Sri Muhyiddin Yassin.png	bn|মালয়েশিয়ার_প্রধানমন্ত্রী
1	qid:2132	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.392665	# Cabeza de Quetzalcóatl - Centro Histórico de la Ciudad de México.jpg	bn|মেক্সিকো_সিটির_ঐতিহাসিক_কেন্দ্র
-1	qid:2133	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.388367	# Madrid Codex 6.JPG	bn|মেক্সিকোর_ইতিহাস
